name,Air spd (rel) hi 35-climb accel (3 secs),Air spd (rel) hi 35-climb accel start,Air spd (rel) hi 35ft t/o,Air spd (rel) hi 500-20ft (3 secs),Air spd (rel) hi liftoff,Air spd (rel) hi tdwn,Air spd (rel) lo 1000-500ft (3 secs),Air spd (rel) lo 35-climb accel (3 secs),Air spd (rel) lo 35ft t/o,Air spd (rel) lo 500-20ft (3 secs),Air spd (rel) lo flap 1,Air spd (rel) lo flap 10,Air spd (rel) lo flap 15,Air spd (rel) lo flap 5,Air spd (rel) lo liftoff,Air spd (rel) lo tdwn,Air spd (VMO) excd,Air spd hi 1000-8000ft,Air spd hi 10000-8000ft,Air spd hi 3000-1000ft,Air spd hi 5000-3000ft,Air spd hi 8000-10000ft,Air spd hi 8000-5000ft,Air spd hi flap 1,Air spd hi flap 10,Air spd hi flap 15,Air spd hi flap 2,Air spd hi flap 25,Air spd hi flap 30,Air spd hi flap 40,Air spd hi flap 5,Air spd hi ldg gear extd,Air spd hi ldg gear extn,Air spd hi ldg gear retr,AP disengaged crz,AP engaged early t/o,Eng N1 hi app,Eng N1 lo 500-50ft (5 secs),Eng N1 lo TOGA t/o,Eng rev thrust hi at lo gnd spd,Flap mvmt late app,Flap retr early t/o,Flap setting lo 1000ft,Fuel qty low tdwn,Gnd spd hi taxi straight,Gnd spd hi taxi turn,Go-around,GS dev above GS 1000-500ft,GS dev above GS 1500-1000ft,GS dev above GS 500-200ft,GS dev below GS 1000-500ft,GS dev below GS 1500-1000ft,GS dev below GS 500-200ft,Hdg dev rwy >80kts air spd t/o,Hdg var 500-50ft,Hdg var tdwn 60kts air spd,Hgt hi 1 min tdwn,Hgt hi 2 min tdwn,Hgt lo 1 min tdwn,Hgt lo 2 min tdwn,Hgt loss 1000-2000ft,Hgt loss 35-1000ft,Lat g hi taxi turn,Ldg gear late extn,Ldg gear late retr,Ldg gear late retr g/a,Ldg weight hi tdwn,LOC dev 1000-500ft,LOC dev 1500-1000ft,LOC dev 500-200ft,Long flare duration,Mach (MMO) excd,Max alt (flaps extd) excd,Max alt (ldg gear extd) excd,Max alt excd,Norm g hi t/o,Norm g hi tdwn (hard ldg),Pitch cycle fin app,Pitch hi 1000-500ft,Pitch hi 35-400ft,Pitch hi 35ft t/o,Pitch hi 400-1000ft,Pitch hi 500-50ft,Pitch hi 50ft tdwn,Pitch hi liftoff,Pitch lo 1000-500ft,Pitch lo 20ft tdwn,Pitch lo 35-400ft,Pitch lo 35-climb accel start,Pitch lo 35ft t/o,Pitch lo 400-1000ft,Pitch lo 500-20ft,Pitch rate (neg) t/o,Pitch rate (rot) hi t/o,Pitch rate hi 35-1000ft,Pitch rate lo t/o,RoC lo 35-1000ft,RoD hi 1000-500ft,RoD hi 2000-1000ft,RoD hi 3000-2000ft,RoD hi 500-50ft,RoD hi 50ft tdwn,RoD hi tdwn,Roll cycle fin app,Roll hi >1000ft,Roll hi 1000-300ft,Roll hi 20-400ft,Roll hi 20ft tdwn,Roll hi 300-20ft,Roll hi 400-1000ft,Roll hi liftoff 20ft,RTO,Short flare duration,Spdbrk dep flaps extd,TAWS GS 500-200ft,Throttle cycle fin app,Turb app,Turb crz,Turb flt,Unstable app,Unstable app g/a
Pitch lo 500-20ft,0.014097033,0.01690327,0.022550173,0.163352718,0.007255823,0.103389215,0.006718085,-0.001068747,-0.000553524,0.0046207,0.013471125,0.006665253,0.017875988,0.008502168,0.005143034,-0.002002492,-0.00033378,-0.014693503,-0.000793119,0.000629821,-0.004594873,-0.014322573,-0.002960641,0.003605542,0.006828312,0.002593645,-0.001674878,0.009679087,0.066066187,0.051897115,-0.00262584,-0.000166888,0.013722939,-0.000166888,-0.001105103,-0.00147429,-0.000166888,0.023561463,-0.004561083,0.040404424,0.023625094,-0.001282137,0.011358781,-0.008811198,-0.009881495,-0.035788946,0.004032563,0.030484489,0.000909942,0.035910157,0.003977099,0.000376827,0.011669489,0.007347458,0.025819192,0.045254686,0.048227024,0.046882482,-0.01252131,0.004712737,-0.000288049,-0.000166888,-0.002488181,-0.000500678,-0.001859138,0.017732026,-0.000652572,0.041122266,0.012502272,0.042565834,-0.007911969,-0.000601748,0.009518692,0.006015781,0.005667606,0.011589882,0.044542263,0.083120832,0.01349527,0.032373037,-0.00119273,0.020497875,0.006206601,-0.004269655,0.007887859,0.202759934,0.081715324,0.004857486,0.054513112,0.005941614,-0.001292426,1,0.006550379,-0.000213357,-0.002533793,0.005143047,-0.001132059,0.038965583,0.036350129,0.012972424,0.08988703,0.027837416,0.042521626,0.061662899,0.016733262,0.027663673,0.001614029,0.034100051,0.016644181,-0.005266644,-0.001068747,-0.00033378,0.039404647,0.002300257,-0.000289061,0.052688876,0.048909595,-0.000441554,0.056515544,-0.046676874,0.011930175
Pitch rate (neg) t/o,0.001221402,0.003362081,-0.005595952,0.01484716,-0.006080457,0.010788453,0.003864484,-0.001472851,-0.000762817,-0.000334448,0.006980206,0.002278173,0.010390334,0.005189157,0.028084813,0.004516731,-0.000459986,-0.011143603,0.005089442,0.001466983,0.000709128,-0.01033965,0.001575642,-0.000920608,0.00913059,0.001258052,-0.00351836,0.002557538,0.016991966,0.000334208,-0.001205427,-0.000229991,0.003028087,-0.000229991,-0.001522953,-0.002031733,-0.000229991,0.003490575,0.001895111,0.008861137,0.004730795,0.001966962,0.001639519,0.001190002,-0.005075151,-0.016611316,-0.001704902,0.001141245,-6.95E-05,-0.002345264,0.006547726,0.003058873,0.000297692,0.004693962,-0.002919781,0.00211517,0.003864484,-0.001316819,-0.004965167,0.00702038,-0.000396963,-0.000229991,-0.001504842,-0.00068999,1.40E-05,-0.002322765,0.000924783,0.008829065,0.002268098,0.000609184,-0.000722446,-0.000829275,-0.00089079,0.003768448,-0.001360794,0.00383144,0.009729912,0.000283143,-0.000490455,-0.003633093,-0.003667531,0.00417295,-0.002300651,-0.006489425,0.020965684,0.008943248,-0.001020589,0.024638206,0.043274227,0.018936973,0.005071992,0.006550379,1,0.032244397,0.002446494,-0.005672554,0.006896967,-0.002774306,-0.000411327,0.002227448,0.007377552,0.009674728,0.007614244,-0.00075094,0.000555039,0.001468094,0.002643338,0.00680166,0.001541848,-0.00309833,0.02540045,-0.000459986,0.010132072,-0.00107304,-0.000398358,0.003910507,0.003976691,-0.00060851,0.006033762,-0.021010269,-0.001399143
Pitch rate (rot) hi t/o,-0.004904563,-0.007216511,-0.006716071,0.007878915,-0.008554458,0.00921515,-0.002180722,0.016458407,-0.00076219,-0.002739663,-0.001782776,-0.006958693,-0.004461243,-0.001719923,0.005092518,0.00150359,-0.000459607,-0.010419213,0.00105429,0.00079017,-0.001274601,-0.015580772,0.001610603,-0.000914619,-0.001180478,0.015432073,-0.002155395,0.008895969,0.008432043,0.001883835,-0.002342688,-0.000229801,0.003036818,-0.000229801,-0.0015217,0.004470466,-0.000229801,0.004715499,0.010550269,-0.002268377,0.005671127,-0.001765473,0.002814217,0.001602972,0.002395248,-0.001735833,0.002138041,0.002904084,0.001757053,0.001209351,0.007758841,-0.000513319,0.009378146,0.012055886,-0.00065445,0.004278642,0.000845228,-0.001312479,0.00099384,0.004595237,-0.000396637,-0.000229801,0.00042524,-0.000689422,0.002596456,-0.002320854,0.000932086,0.010701809,0.005433801,0.008343665,-0.001989872,-0.000828593,-0.000890058,0.003773624,0.003491767,0.011989347,-0.001778909,0.000290415,0.002913603,0.015036051,0.087090939,0.006017914,0.00918429,-0.004013031,0.016879898,0.002095503,0.001094908,-0.020117091,-0.021264683,-0.003268241,-0.0052133,-0.000213357,0.032244397,1,0.001514416,-0.010672785,-0.001558818,0.006207768,0.008798356,0.007378744,-0.003616738,-0.001181313,0.003084605,0.001651457,0.007213144,-6.41E-06,-0.001228317,0.006811678,0.010371457,-0.001072298,0.007493384,-0.000459607,0.00162803,0.00234821,-0.00039803,0.003917218,0.00023398,-0.000608009,0.007085923,-0.010735732,0.003320539
Pitch rate hi 35-1000ft,0.004014226,0.00244239,0.003695485,-0.004355975,0.00454086,-0.003619185,-0.001536284,0.005295749,0.011687458,-0.001930049,0.008064185,0.003280363,0.004509311,-0.003917147,-0.00181797,-0.00177699,-0.000323786,0.012537677,0.003810826,0.004006193,0.001689612,0.010212728,0.002127703,0.001626898,0.005661556,-0.002090794,0.002323156,-0.008420842,-0.000470479,0.001338679,-0.000834662,-0.000161891,-0.000277159,-0.000161891,0.004972545,-0.001430147,-0.000161891,-0.003665464,0.000335768,0.008391775,-0.002087768,0.004035432,-2.89E-05,-0.006674179,0.001086825,-0.005941447,-0.001200089,-0.001641797,-0.001308854,-0.003630487,-0.012235291,-0.004032052,-0.00268966,0.009177911,0.001141619,0.01365321,-0.001536284,-0.002330783,-0.008612498,0.001530785,-0.000279424,-0.000161891,0.000306783,-0.000485687,0.009123383,0.051870869,-0.002825475,0.000512514,-0.001106257,0.000743755,0.007754476,-0.000583731,-0.000627031,-0.000915889,-0.000957869,0.068845527,0.015602885,-0.000870035,-0.000334968,0.017064782,0.000298952,0.004719238,0.00243612,0.005358646,-0.004690632,0.002392529,0.000779248,0.03157905,-0.014590196,0.006260879,0.009560192,-0.002533793,0.002446494,0.001514416,1,-0.007518808,0.010858914,-0.003827871,-0.000752789,-0.001146319,0.010635591,0.009847201,-0.001024022,0.004558854,-0.001144405,0.005241342,5.60E-05,-0.001943606,-0.000145024,0.000970332,-0.001036747,-0.000323786,-0.001611481,0.006087375,-0.000280406,-0.00152772,0.011273342,-0.000428333,0.016002679,0.01544345,0.00568106
Pitch rate lo t/o,0.071852467,0.075839337,0.083670485,-0.000524201,0.052233393,-0.005559877,0.008628297,-0.00194577,-0.001007751,0.001877364,0.011355578,0.015055449,0.020904997,0.013749304,-0.001465928,0.009741712,0.010310108,0.004699569,0.002923612,-0.00162927,0.002670976,0.007367245,0.002977289,0.003090644,-0.002391121,-0.008578871,0.001824616,-0.01121071,-0.00060998,0.009589368,0.000203613,-0.000303838,0.000154035,-0.000303838,0.001243521,0.00473487,-0.000303838,-0.000299121,-0.003397418,0.010779936,-0.007146277,0.014725303,-0.005257206,-0.011166771,-0.005254508,-0.019900329,-0.00225233,0.005934286,0.004133657,0.00910736,-0.002241784,0.00019725,-0.004419028,-0.001871374,0.003029781,0.000748155,-0.002883304,0.003219011,-0.01233387,-0.00358382,-0.000524424,-0.000303838,-0.004530003,-0.000911539,-0.0014231,-0.003068583,0.002218662,0.008229752,0.003337661,-0.002057705,0.002742941,0.004960731,-0.001176815,-0.001718944,-0.001797732,-0.024919506,0.002751789,0.004802462,-0.003840773,-0.011409662,-0.031238754,-0.006975481,-0.000855124,0.026855209,-0.015047576,0.005323246,0.002290202,0.186469518,0.019255616,0.071008569,0.008443475,0.005143047,-0.005672554,-0.010672785,-0.007518808,1,-0.002061036,0.004804151,-0.00158978,-0.002148018,0.013134494,0.019931314,-0.001921888,-2.64E-05,0.00042223,-0.002505739,-0.001834004,0.00181363,0.001762071,-0.004008498,-0.00194577,-0.000607683,-0.001481155,0.005070859,-0.000526267,0.00176319,-0.003223777,-0.000803897,-0.000563673,-0.001644495,-0.001848394
RoC lo 35-1000ft,-0.000725749,-0.000883062,-0.002283183,0.002709765,-0.002614118,-0.001610001,-0.000421122,-0.00028419,-0.000147187,-0.00052906,-0.00175777,-0.00223768,-0.001906152,-0.001669898,-0.000498337,-0.00126871,-8.88E-05,0.014560671,-0.000134282,0.001707736,0.002926421,0.006230055,0.00294051,-0.000795917,-0.001114379,-0.003063323,-0.000940666,-0.002995844,0.000343015,-0.000827594,-0.001116159,-4.44E-05,-0.000741921,-4.44E-05,-0.000293858,-0.000392028,-4.44E-05,0.000773604,0.002242002,-0.001730118,-0.00286848,0.057264776,-0.002243116,-0.001493201,0.004289596,0.000514952,-0.000328965,0.003028584,-0.001412892,0.001821221,-0.001271585,-0.002229464,0.000687544,0.008041302,0.011064549,0.001877575,-0.000421122,-0.000638908,0.005270496,-0.000523436,-7.66E-05,-4.44E-05,-0.000661632,-0.000133135,-0.000494363,-0.000448183,-0.000774512,0.004233547,0.008721138,0.004511128,-0.000832859,-0.000160011,-0.00017188,-0.000251061,-0.000262569,-0.000807111,-0.003688577,-0.000832361,-0.000749778,-0.002729221,-0.001495656,-0.002981372,-0.000443916,-0.000219701,-0.00219778,0.000262561,-0.000603959,-0.00126395,0.004537987,-0.000631134,0.075622074,-0.001132059,0.006896967,-0.001558818,0.010858914,-0.002061036,1,0.001059631,0.000154549,0.002733812,-0.000620272,0.003316847,-0.000280702,-0.001067992,-0.001742844,-0.000860374,-0.000986889,-0.000532776,0.008343479,0.017262475,-0.00028419,-8.88E-05,-0.001966104,-0.002284522,-7.69E-05,-0.000418775,-0.000679308,-0.000117413,-0.001234528,-0.003313796,-0.000269968
RoD hi 1000-500ft,-0.000528109,-0.002216988,0.002168284,0.028521499,-0.007098081,0.005632414,0.008948664,0.005196982,0.001502374,0.004518628,-0.008920573,-0.007052832,-0.000557354,-0.000782517,-0.000528485,0.004457119,-0.001194202,-0.016806731,0.026681159,0.029741089,0.022801504,-0.01464823,0.025183359,0.006716012,0.007175871,0.049574805,0.008657588,0.083344929,0.037214742,0.032319109,0.022421726,-0.000597095,0.017011378,-0.000597095,0.004656736,-0.00396654,-0.000597095,0.106947653,-0.005347226,0.034227662,0.025290494,0.002933044,0.012608535,-0.029761281,-0.01778775,-0.009650302,-0.00133388,0.089062859,0.131154609,-0.002226566,0.111431531,0.015338277,0.042681676,-0.00436668,0.041602887,0.001766981,-0.00566619,0.025145051,-0.037411298,0.007659567,-0.001030584,-0.000597095,0.00969944,0.005909331,0.00476306,0.006719234,0.015441234,0.065497792,0.047860649,0.044087828,-0.010647016,0.001050771,0.00365238,0.002748279,0.004277708,-0.003561882,0.028159485,0.000528112,0.007137325,-0.001849789,0.000492018,-0.006919466,0.006736994,0.03501792,0.007870284,0.109336224,-0.003877585,-0.00420336,-0.010793633,-0.000359511,-0.001451213,0.038965583,-0.002774306,0.006207768,-0.003827871,0.004804151,0.001059631,1,0.166536638,0.051529943,0.303540224,0.024173721,0.007182505,0.007401,0.025029625,0.033189433,0.000882593,0.006313623,0.022939273,-0.019410227,-0.002019622,-0.001194202,0.029840566,0.028381888,0.012303472,0.02008459,0.009265646,-0.001579796,0.019356993,-0.188004131,0.019875999
RoD hi 2000-1000ft,-0.000997945,-0.002457651,-0.000125716,0.03936539,-0.003660579,-0.000503397,0.015172981,0.002578756,0.009803899,0.015123314,-0.015910392,-0.014777091,-0.014474512,-0.012182614,0.001991064,0.006343784,-0.001067001,-0.014772103,0.052620524,0.044171017,0.051059706,-0.014511584,0.048404132,0.006158616,0.00809047,0.078994852,0.016538277,0.110875917,0.054996119,0.042309845,0.037150312,-0.000533495,0.047048324,-0.000533495,0.007912572,-0.003263842,-0.000533495,0.068400922,-0.003249269,0.010024353,0.054174924,0.000899388,0.034069016,-0.025724917,-0.016705105,-0.006731138,-0.000529453,0.036970692,0.052187308,0.003088654,0.061516604,0.048005862,0.048599663,-0.004498707,0.023684119,-0.001212223,0.063738507,0.111562148,-0.024380296,0.008907117,-0.000920811,-0.000533495,-0.002802861,-0.001600528,-0.002494839,0.004947941,0.000972496,0.097648973,0.08669717,0.044702587,-0.004165123,-0.00192362,-0.002066313,0.006029723,-0.00099366,-0.007982708,-0.001839142,0.00230008,0.01371072,0.005349742,0.004355536,0.001333166,0.004902166,0.024483764,0.005126732,0.156988284,0.000269154,-0.006043128,-0.007470142,-0.004884969,0.00108375,0.036350129,-0.000411327,0.008798356,-0.000752789,-0.00158978,0.000154549,0.166536638,1,0.14311945,0.120173809,0.015844934,0.006741612,0.007972939,0.04366879,0.046914186,-0.001370503,0.002128662,0.005616069,-0.01556383,-0.003416483,-0.001067001,0.008008241,0.050663783,-0.000924047,0.004718414,0.005372444,-0.001411523,0.004572929,-0.119328075,0.011479947
RoD hi 3000-2000ft,-0.001881731,-0.005048185,-0.005103456,0.015136717,-0.003100739,0.001338384,0.002104232,0.000396649,0.004147756,0.001543411,-0.013442349,-0.011647666,-0.002165934,-0.007359654,-0.001013527,-7.04E-06,-0.000747783,-0.006419729,0.043416254,0.086024096,0.061840802,-0.004361001,0.052636197,0.004276497,0.008473928,0.039321171,0.023356774,0.057605343,0.030137114,0.026639196,0.030545514,-0.000373888,0.066560519,-0.000373888,0.005516507,-0.001279161,-0.000373888,0.023850294,-0.003426717,0.005327562,0.028371946,0.011088188,0.013154761,-0.007702426,-0.00274933,-0.001504453,0.007701198,0.012155963,0.011824313,0.001881271,0.024091805,0.01664483,0.011659131,0.002533914,0.009343426,0.001772058,0.028481532,0.073149241,-0.004706365,0.004687748,0.009025295,-0.000373888,0.005216877,-0.001121694,0.002256154,0.00503757,0.001681506,0.035790713,0.033753272,0.023901911,-0.001525289,-0.001348126,-0.001448129,0.007362116,-0.002212198,-0.008632262,-0.005237105,0.003490675,0.012925475,0.001420067,-0.00072013,-0.003697378,0.005197238,0.000968215,0.00127922,0.044190575,-0.00114488,-0.001487125,-0.006645521,0.003489092,0.00549028,0.012972424,0.002227448,0.007378744,-0.001146319,-0.002148018,0.002733812,0.051529943,0.14311945,1,0.032269825,0.00510144,0.000460699,0.000690784,0.028516193,0.023222222,-0.000257421,0.002960091,0.004894531,-0.005362651,0.000396649,-0.000747783,-0.000633455,0.060557892,-0.000647597,0.002155657,0.000116596,-0.000989234,-0.002654265,-0.04771343,-0.00227454
RoD hi 500-50ft,-0.003227311,-0.005742838,-0.000567806,0.045379374,-0.00525222,0.018667529,0.020004507,0.007045884,0.015491822,0.021111588,0.004792845,0.014457949,0.021763275,0.018679136,0.004674377,-0.000718964,0.016187504,-0.004086727,0.01282036,0.005062144,-0.002033998,-0.00131279,0.00764899,0.01198131,0.013400823,0.029905172,0.00876249,0.04537739,0.041758238,0.053463978,0.01833224,-0.00059514,0.021289709,-0.00059514,0.009877052,-0.003945375,-0.00059514,0.133222022,-0.003400612,0.060322494,0.014007103,-0.003063688,0.001883519,-0.041610079,-0.022546244,-0.027528841,0.004892909,0.049901368,0.026104779,0.023650759,0.049283563,0.020024788,0.024308368,-0.007598565,0.039947123,0.011111848,0.018782977,0.075230911,-0.064774836,0.006743324,-0.00102721,-0.00059514,0.003564951,0.00979992,0.006900405,0.013417754,0.025529002,0.042298941,0.023745301,0.039693533,-0.020684727,0.004280609,0.003677713,0.013018483,0.00431253,0.001577714,0.076017301,0.011743051,0.015322468,0.000304611,-0.019384805,-0.002919582,0.000999975,0.059738676,0.04095303,0.13761707,0.0142205,0.017591408,0.024061211,0.002955147,-0.006254843,0.08988703,0.007377552,-0.003616738,0.010635591,0.013134494,-0.000620272,0.303540224,0.120173809,0.032269825,1,0.066000584,0.014555487,0.010803877,0.024058907,0.051320235,-0.00112132,0.012172489,0.048710521,-0.020805876,0.001617315,-0.001190292,0.068762144,0.031176923,0.019035265,0.020179615,0.015121808,-0.001574623,0.02495964,-0.132000306,0.01793434
RoD hi 50ft tdwn,-0.000282628,0.000641439,0.022359107,0.02302797,0.001618666,0.046099181,0.004840865,-0.002964454,-0.001535347,-0.001842573,0.041598515,0.035511793,0.059556851,0.038560114,0.010411349,-0.004508934,-0.000925828,-0.004527315,-0.000777553,-0.007021024,-0.006552336,-0.002949275,-0.00333423,0.01290047,0.023976583,-0.000776022,-0.002215894,-0.004923051,0.032974323,0.013330806,0.004089944,-0.000462909,0.000132292,0.014132582,-0.000889225,0.002522786,-0.000462909,0.004874905,0.001996421,0.022786684,-0.002085114,-0.001655818,-0.006959557,-0.017014649,-0.016715501,-0.041399005,-0.001477767,0.010063281,0.011565244,0.012012979,0.005199163,0.008635281,-0.002592227,0.001318534,0.00217948,0.020170818,0.00791876,0.01160794,-0.042077263,-0.000505956,-0.000798981,-0.000462909,-0.006901632,-0.001388765,0.002710633,-0.00035567,0.005327924,0.03326503,0.024508471,0.019899484,-0.010964846,-0.001669109,-0.001792922,0.002541932,0.002195812,0.002353607,0.02227324,0.019395402,0.002548231,0.012630662,-0.009952802,-0.019083745,0.001209494,0.01821211,0.027978719,0.025817809,0.007658426,0.012294091,-0.052586971,0.005747824,-0.001891504,0.027837416,0.009674728,-0.001181313,0.009847201,0.019931314,0.003316847,0.024173721,0.015844934,0.00510144,0.066000584,1,0.01322824,0.018689075,0.001715436,0.003092682,-0.00173875,0.004177369,0.015789463,-0.00550378,0.001595008,-0.000925828,0.030208244,0.032702621,-0.000801788,0.009559745,0.018672552,0.004291918,0.014542633,0.007448949,0.001983434
RoD hi tdwn,-0.000360911,0.003184536,0.000997772,0.031563502,0.003053216,0.016083738,-0.000392691,-0.000265004,-0.00013725,-0.000493341,0.002394185,0.001101642,0.005674469,-0.001557158,-0.000464693,-0.001183055,-8.28E-05,-0.003458491,0.000230905,-0.001731502,-0.000838209,-0.002387607,0.001854535,-0.000742182,0.005284116,0.00186798,-0.000877158,-0.000925491,0.021424117,0.016225802,-0.001040803,-4.14E-05,-0.000691831,-4.14E-05,-0.000274018,-0.000365561,-4.14E-05,0.001293499,-0.003299011,0.010676024,-0.000161512,-0.000317915,0.001088817,-0.00111731,-0.003315816,-0.004739775,-0.000306756,0.003452824,-0.001317503,0.006109795,0.002633882,0.001120381,0.003375445,0.003758401,-0.000525343,0.018035694,-0.000392691,0.010402789,-0.00454349,-0.000488097,-7.14E-05,-4.14E-05,-0.000616962,-0.000124147,-0.000460987,-0.000417925,-0.000722222,0.011621227,0.000744682,0.00499965,-0.002841173,-0.000149208,-0.000160276,-0.000234111,-0.000244842,-0.000285749,0.026387931,0.033025062,-0.000699158,8.99E-05,0.002323157,0.002404217,-0.000413946,0.000298112,0.004439108,0.018111382,0.034336797,-0.002428704,0.010036921,-0.000588524,-0.001276039,0.042521626,0.007614244,0.003084605,-0.001024022,-0.001921888,-0.000280702,0.007182505,0.006741612,0.000460699,0.014555487,0.01322824,1,0.005599801,0.002441946,0.00736927,-0.00092026,0.012687286,0.018770903,-0.00307519,-0.000265004,-8.28E-05,0.084929102,-0.002130286,-7.17E-05,0.016376612,0.020039268,-0.000109486,0.050267461,-0.011023228,-0.000251742
Roll cycle fin app,0.008574219,0.017867498,0.016641292,0.125459999,0.014621756,0.07197789,0.002903769,-0.001008263,-0.000522199,-0.001877024,0.010784699,0.000470331,0.010926855,0.005262279,0.001949272,-0.004501187,-0.00031489,-0.00718476,-0.000892163,-0.00053852,7.14E-05,-0.007219408,-0.002377682,0.006497954,-0.000618017,-0.00089921,-0.001363863,-0.005635212,0.024993081,0.012755168,0.001035564,-0.000157444,-0.000132868,-0.000157444,-0.001042562,-0.001390855,-0.000157444,-0.000776429,-0.000563268,0.003586057,0.00042957,-0.001209577,0.000430589,0.002743822,-0.003435633,-0.01517004,-0.001167118,0.007511308,0.008174514,0.012077918,0.014610917,0.004747946,0.02012114,0.005724719,0.004578995,0.038333356,-0.001494077,0.000634217,0.014270873,0.005221627,-0.000271747,-0.000157444,-0.002347367,-0.000472343,-0.001753924,0.019761129,-0.002747849,0.017797141,0.004857924,0.021851574,-0.005800081,-0.000567694,-0.000609805,0.006483285,-0.000931553,0.012672807,0.022578367,0.04831024,0.022033581,0.012556335,0.006800416,0.006657547,0.019286548,-0.006417736,0.001615309,0.050624581,0.028541135,-0.004523091,0.009915737,0.000697432,-0.00213293,0.061662899,-0.00075094,0.001651457,0.004558854,-2.64E-05,-0.001067992,0.007401,0.007972939,0.000690784,0.010803877,0.018689075,0.005599801,1,0.005616781,0.00125816,-0.001264739,0.029406542,0.012821236,-0.002977187,-0.001008263,-0.00031489,0.014001875,0.005907214,-0.000272702,0.042738941,0.039000288,-0.000416565,0.039320199,-0.010952414,0.005899998
Roll hi >1000ft,0.013049575,0.015245665,0.005088938,0.017664397,0.002279429,0.003548925,0.008409273,0.002371859,-0.00085217,0.005574211,-0.00099319,-0.001547499,-0.001946033,0.004817967,-0.000593008,0.00169883,-0.000513866,-0.009772901,0.0179494,0.014117566,0.022501584,-0.011050134,0.021918988,-0.000297038,-0.000281327,0.009926778,0.000638393,0.016199126,0.007186948,0.013177854,0.007913028,-0.000256931,0.026528239,-0.000256931,-0.001701345,-0.002269721,-0.000256931,0.016467074,0.002030486,-0.00068927,0.007509835,0.008073181,0.002531542,0.001234829,-0.000793433,0.002855419,0.004980981,0.012677449,0.012149034,0.004072988,0.013413344,0.007385591,0.009838654,0.005086044,0.004850369,0.004332687,0.013832993,0.017766912,-0.002179771,0.00133443,0.013475907,-0.000256931,0.001346811,-0.000770812,0.001759004,0.005016656,0.002898702,0.016566699,0.009387138,0.013068626,-0.001036051,-0.000926413,0.00564591,0.007640563,-0.001520191,0.008020547,-0.006478668,0.0006784,0.000227105,0.012054073,0.011562437,0.014200228,0.005148204,0.004249895,0.005743398,0.035645471,0.000287406,-0.006050135,0.00108991,0.001778348,-0.002887267,0.016733262,0.000555039,0.007213144,-0.001144405,0.00042223,-0.001742844,0.025029625,0.04366879,0.028516193,0.024058907,0.001715436,0.002441946,0.005616781,1,0.01520579,0.003564046,0.003348268,-0.001023541,0.00421519,0.002371859,-0.000513866,0.000964214,0.010153465,-0.00044502,-0.002424576,0.004472669,-0.000679788,0.014224197,-0.025164096,-0.001563032
Roll hi 1000-300ft,-0.005363046,-0.006760067,-0.00346036,0.013789701,-0.003882964,-0.000291826,0.004244968,-0.000812256,-0.000420683,0.002826331,-0.003705977,-0.001186383,0.009162649,0.004928927,-0.001424319,8.15E-06,-0.000253676,0.002546325,0.016544224,0.012180424,0.015407315,0.004226344,0.019054545,-0.002274846,-0.00111876,0.002823478,0.004646399,0.011333533,0.003730756,0.00596621,0.007124983,-0.000126837,0.025748079,-0.000126837,-0.000839887,-0.001120472,-0.000126837,0.018470411,-0.002010153,0.01513442,0.059968565,0.005754337,0.016650339,-0.009199567,-0.001447539,-0.001235356,0.005976939,0.000534448,-0.004038248,-0.005195987,0.005026213,-0.004281197,0.004578184,-0.00398952,0.117326559,-0.005141922,0.01514216,0.012550206,0.000291094,0.103743586,-0.00021892,-0.000126837,0.001576428,0.051295702,-0.001412961,0.004781137,0.000753033,0.050781622,-0.002957979,0.038412701,-0.006380891,-0.000457334,-0.000491258,-0.000717569,-0.000750459,-0.002489639,0.011023701,0.00314372,0.08963779,-5.13E-05,0.002542924,-0.005358723,0.02457703,0.005475672,0.003460337,0.045722835,-0.001726203,-0.003785302,-0.0039516,0.001834352,0.001147436,0.027663673,0.001468094,-6.41E-06,0.005241342,-0.002505739,-0.000860374,0.033189433,0.046914186,0.023222222,0.051320235,0.003092682,0.00736927,0.00125816,0.01520579,1,-0.000490574,0.007093759,0.036058747,-0.005102824,-0.000812256,-0.000253676,0.014686744,0.008788361,-0.000219689,0.004282184,0.004813803,-0.000335585,0.002072347,-0.046215097,0.016220986
