Var1,Var2,value
Air spd (rel) hi 35ft t/o,Air spd hi ldg gear retr,-0.000336587
Air spd hi ldg gear extd,Air spd (rel) hi 35ft t/o,-0.000336587
Eng N1 hi app,Air spd (rel) hi 35ft t/o,-0.000336587
Air spd (rel) hi 35ft t/o,Air spd hi ldg gear extd,-0.000336587
Air spd (rel) hi 35ft t/o,Eng N1 hi app,-0.000336587
Spdbrk dep flaps extd,Hgt loss 35-1000ft,-0.000336785
Hgt loss 35-1000ft,Spdbrk dep flaps extd,-0.000336785
Spdbrk dep flaps extd,Air spd hi ldg gear retr,-0.000336785
Air spd hi ldg gear retr,Spdbrk dep flaps extd,-0.000336785
Spdbrk dep flaps extd,Eng N1 hi app,-0.000336785
Eng N1 hi app,Spdbrk dep flaps extd,-0.000336785
Spdbrk dep flaps extd,Air spd hi ldg gear extd,-0.000336785
Air spd hi ldg gear extd,Spdbrk dep flaps extd,-0.000336785
Mach (MMO) excd,Hgt hi 2 min tdwn,-0.000339613
Hgt hi 2 min tdwn,Mach (MMO) excd,-0.000339613
Pitch hi liftoff,Hgt lo 2 min tdwn,-0.000339762
Hgt lo 2 min tdwn,Pitch hi liftoff,-0.000339762
LOC dev 500-200ft,Air spd (VMO) excd,-0.000341696
Air spd (VMO) excd,LOC dev 500-200ft,-0.000341696
RTO,LOC dev 500-200ft,-0.000341696
LOC dev 500-200ft,RTO,-0.000341696
Max alt excd,AP engaged early t/o,-0.000341945
AP engaged early t/o,Max alt excd,-0.000341945
Ldg weight hi tdwn,Ldg gear late extn,-0.000342545
Ldg gear late extn,Ldg weight hi tdwn,-0.000342545
Pitch lo 20ft tdwn,Max alt (flaps extd) excd,-0.00034485
Max alt (flaps extd) excd,Pitch lo 20ft tdwn,-0.00034485
Pitch cycle fin app,Air spd hi 8000-5000ft,-0.00034797
Air spd hi 8000-5000ft,Pitch cycle fin app,-0.00034797
Pitch lo 400-1000ft,Hgt loss 1000-2000ft,-0.000348192
Hgt loss 1000-2000ft,Pitch lo 400-1000ft,-0.000348192
Throttle cycle fin app,Max alt (ldg gear extd) excd,-0.000349266
Max alt (ldg gear extd) excd,Throttle cycle fin app,-0.000349266
TAWS GS 500-200ft,Pitch lo 400-1000ft,-0.000349415
Pitch lo 400-1000ft,TAWS GS 500-200ft,-0.000349415
Max alt (ldg gear extd) excd,Hgt hi 1 min tdwn,-0.000351224
Hgt hi 1 min tdwn,Max alt (ldg gear extd) excd,-0.000351224
Max alt (ldg gear extd) excd,Air spd (rel) lo 1000-500ft (3 secs),-0.000351224
Air spd (rel) lo 1000-500ft (3 secs),Max alt (ldg gear extd) excd,-0.000351224
Unstable app g/a,AP engaged early t/o,-0.000351582
AP engaged early t/o,Unstable app g/a,-0.000351582
Mach (MMO) excd,Lat g hi taxi turn,-0.000351692
Lat g hi taxi turn,Mach (MMO) excd,-0.000351692
Ldg gear late extn,Air spd hi flap 1,-0.000352012
Air spd hi flap 1,Ldg gear late extn,-0.000352012
Roll hi 20-400ft,Air spd hi 8000-5000ft,-0.000352599
Air spd hi 8000-5000ft,Roll hi 20-400ft,-0.000352599
Roll hi 300-20ft,Air spd (rel) lo 35ft t/o,-0.00035353
Air spd (rel) lo 35ft t/o,Roll hi 300-20ft,-0.00035353
LOC dev 1500-1000ft,Air spd hi ldg gear extd,-0.000353546
Air spd hi ldg gear extd,LOC dev 1500-1000ft,-0.000353546
LOC dev 1500-1000ft,Air spd hi ldg gear retr,-0.000353546
LOC dev 1500-1000ft,Eng N1 hi app,-0.000353546
Air spd hi ldg gear retr,LOC dev 1500-1000ft,-0.000353546
Eng N1 hi app,LOC dev 1500-1000ft,-0.000353546
LOC dev 1500-1000ft,Hgt loss 35-1000ft,-0.000353546
Hgt loss 35-1000ft,LOC dev 1500-1000ft,-0.000353546
Hgt loss 1000-2000ft,Hdg dev rwy >80kts air spd t/o,-0.000355168
Hdg dev rwy >80kts air spd t/o,Hgt loss 1000-2000ft,-0.000355168
RoD hi 50ft tdwn,Ldg gear late retr g/a,-0.00035567
Ldg gear late retr g/a,RoD hi 50ft tdwn,-0.00035567
Air spd hi ldg gear extd,Air spd hi flap 30,-0.000356317
Air spd hi flap 30,Air spd hi ldg gear extd,-0.000356317
Eng N1 hi app,Air spd hi flap 30,-0.000356317
Air spd hi flap 30,Eng N1 hi app,-0.000356317
Air spd hi ldg gear retr,Air spd hi flap 30,-0.000356317
Air spd hi flap 30,Air spd hi ldg gear retr,-0.000356317
Hgt loss 35-1000ft,Air spd hi flap 30,-0.000356317
Air spd hi flap 30,Hgt loss 35-1000ft,-0.000356317
TAWS GS 500-200ft,Hdg dev rwy >80kts air spd t/o,-0.000356416
Hdg dev rwy >80kts air spd t/o,TAWS GS 500-200ft,-0.000356416
GS dev below GS 500-200ft,Air spd (rel) lo 1000-500ft (3 secs),-0.000358387
Air spd (rel) lo 1000-500ft (3 secs),GS dev below GS 500-200ft,-0.000358387
Hgt loss 1000-2000ft,GS dev above GS 1500-1000ft,-0.000359506
GS dev above GS 1500-1000ft,Hgt loss 1000-2000ft,-0.000359506
RoD hi 1000-500ft,Pitch lo 35ft t/o,-0.000359511
Pitch lo 35ft t/o,RoD hi 1000-500ft,-0.000359511
Pitch lo 35ft t/o,Max alt (flaps extd) excd,-0.000360367
Max alt (flaps extd) excd,Pitch lo 35ft t/o,-0.000360367
TAWS GS 500-200ft,GS dev above GS 1500-1000ft,-0.000360769
GS dev above GS 1500-1000ft,TAWS GS 500-200ft,-0.000360769
RoD hi tdwn,Air spd (rel) hi 35-climb accel (3 secs),-0.000360911
Air spd (rel) hi 35-climb accel (3 secs),RoD hi tdwn,-0.000360911
Turb app,Mach (MMO) excd,-0.000361087
Mach (MMO) excd,Turb app,-0.000361087
Pitch lo 1000-500ft,Air spd hi ldg gear extd,-0.000361944
Air spd hi ldg gear extd,Pitch lo 1000-500ft,-0.000361944
Pitch lo 1000-500ft,Eng N1 hi app,-0.000361944
Eng N1 hi app,Pitch lo 1000-500ft,-0.000361944
Pitch lo 1000-500ft,Air spd hi ldg gear retr,-0.000361944
Air spd hi ldg gear retr,Pitch lo 1000-500ft,-0.000361944
Pitch lo 1000-500ft,Hgt loss 35-1000ft,-0.000361944
Hgt loss 35-1000ft,Pitch lo 1000-500ft,-0.000361944
Air spd hi ldg gear extn,Air spd (rel) lo 35ft t/o,-0.000362765
Air spd (rel) lo 35ft t/o,Air spd hi ldg gear extn,-0.000362765
Turb flt,RTO,-0.000363992
RTO,Turb flt,-0.000363992
Turb flt,Air spd (VMO) excd,-0.000363992
Air spd (VMO) excd,Turb flt,-0.000363992
Max alt (flaps extd) excd,Hgt hi 2 min tdwn,-0.000364805
Hgt hi 2 min tdwn,Max alt (flaps extd) excd,-0.000364805
Throttle cycle fin app,Max alt excd,-0.000365275
Max alt excd,Throttle cycle fin app,-0.000365275
RoD hi tdwn,AP engaged early t/o,-0.000365561
AP engaged early t/o,RoD hi tdwn,-0.000365561
Ldg gear late extn,Air spd hi flap 40,-0.000366022
Air spd hi flap 40,Ldg gear late extn,-0.000366022
Pitch hi 1000-500ft,Air spd (rel) lo 35ft t/o,-0.000366607
Air spd (rel) lo 35ft t/o,Pitch hi 1000-500ft,-0.000366607
Turb crz,Air spd hi flap 2,-0.000366902
Air spd hi flap 2,Turb crz,-0.000366902
Max alt excd,Hgt hi 1 min tdwn,-0.000367323
Hgt hi 1 min tdwn,Max alt excd,-0.000367323
Max alt excd,Air spd (rel) lo 1000-500ft (3 secs),-0.000367323
Air spd (rel) lo 1000-500ft (3 secs),Max alt excd,-0.000367323
Pitch cycle fin app,Ldg gear late extn,-0.00036813
Ldg gear late extn,Pitch cycle fin app,-0.00036813
Go-around,Eng N1 lo TOGA t/o,-0.000368468
Eng N1 lo TOGA t/o,Go-around,-0.000368468
Gnd spd hi taxi straight,Air spd (rel) lo 1000-500ft (3 secs),-0.000369557
Air spd (rel) lo 1000-500ft (3 secs),Gnd spd hi taxi straight,-0.000369557
AP engaged early t/o,Air spd (rel) lo 35-climb accel (3 secs),-0.000370103
Air spd (rel) lo 35-climb accel (3 secs),AP engaged early t/o,-0.000370103
Roll hi liftoff 20ft,AP engaged early t/o,-0.000370103
AP engaged early t/o,Roll hi liftoff 20ft,-0.000370103
Pitch hi 500-50ft,Max alt (ldg gear extd) excd,-0.000370235
Max alt (ldg gear extd) excd,Pitch hi 500-50ft,-0.000370235
Pitch hi 500-50ft,Gnd spd hi taxi turn,-0.000371135
Gnd spd hi taxi turn,Pitch hi 500-50ft,-0.000371135
Go-around,Flap retr early t/o,-0.000372576
Flap retr early t/o,Go-around,-0.000372576
Hgt loss 1000-2000ft,GS dev above GS 1000-500ft,-0.000373092
GS dev above GS 1000-500ft,Hgt loss 1000-2000ft,-0.000373092
Max alt (ldg gear extd) excd,Ldg gear late retr g/a,-0.000373794
Ldg gear late retr g/a,Max alt (ldg gear extd) excd,-0.000373794
RoD hi 3000-2000ft,Hgt loss 35-1000ft,-0.000373888
Hgt loss 35-1000ft,RoD hi 3000-2000ft,-0.000373888
RoD hi 3000-2000ft,Air spd hi ldg gear extd,-0.000373888
RoD hi 3000-2000ft,Air spd hi ldg gear retr,-0.000373888
Air spd hi ldg gear extd,RoD hi 3000-2000ft,-0.000373888
Air spd hi ldg gear retr,RoD hi 3000-2000ft,-0.000373888
RoD hi 3000-2000ft,Eng N1 hi app,-0.000373888
Eng N1 hi app,RoD hi 3000-2000ft,-0.000373888
Air spd (VMO) excd,Air spd (rel) lo tdwn,-0.000374071
RTO,Air spd (rel) lo tdwn,-0.000374071
Air spd (rel) lo tdwn,Air spd (VMO) excd,-0.000374071
Air spd (rel) lo tdwn,RTO,-0.000374071
TAWS GS 500-200ft,GS dev above GS 1000-500ft,-0.000374403
GS dev above GS 1000-500ft,TAWS GS 500-200ft,-0.000374403
Max alt (ldg gear extd) excd,Air spd (rel) hi 500-20ft (3 secs),-0.000375
Air spd (rel) hi 500-20ft (3 secs),Max alt (ldg gear extd) excd,-0.000375
Unstable app g/a,Throttle cycle fin app,-0.000375569
Throttle cycle fin app,Unstable app g/a,-0.000375569
Unstable app g/a,Air spd (rel) lo 1000-500ft (3 secs),-0.000377674
Air spd (rel) lo 1000-500ft (3 secs),Unstable app g/a,-0.000377674
Unstable app g/a,Hgt hi 1 min tdwn,-0.000377674
Hgt hi 1 min tdwn,Unstable app g/a,-0.000377674
Max alt (flaps extd) excd,Lat g hi taxi turn,-0.00037778
Lat g hi taxi turn,Max alt (flaps extd) excd,-0.00037778
Ldg weight hi tdwn,Air spd (rel) lo 35ft t/o,-0.0003787
Air spd (rel) lo 35ft t/o,Ldg weight hi tdwn,-0.0003787
Pitch lo 1000-500ft,Flap retr early t/o,-0.000380844
Flap retr early t/o,Pitch lo 1000-500ft,-0.000380844
Air spd hi flap 2,Air spd (rel) lo flap 15,-0.000382308
Air spd (rel) lo flap 15,Air spd hi flap 2,-0.000382308
AP engaged early t/o,AP disengaged crz,-0.000382693
AP disengaged crz,AP engaged early t/o,-0.000382693
Roll hi 300-20ft,Mach (MMO) excd,-0.00038433
Mach (MMO) excd,Roll hi 300-20ft,-0.00038433
Turb crz,Roll hi 20-400ft,-0.000384931
Roll hi 20-400ft,Turb crz,-0.000384931
Hgt loss 35-1000ft,Air spd (rel) hi liftoff,-0.000385374
Air spd (rel) hi liftoff,Hgt loss 35-1000ft,-0.000385374
Air spd hi ldg gear retr,Air spd (rel) hi liftoff,-0.000385374
Air spd (rel) hi liftoff,Air spd hi ldg gear retr,-0.000385374
Air spd hi ldg gear extd,Air spd (rel) hi liftoff,-0.000385374
Eng N1 hi app,Air spd (rel) hi liftoff,-0.000385374
Air spd (rel) hi liftoff,Air spd hi ldg gear extd,-0.000385374
Air spd (rel) hi liftoff,Eng N1 hi app,-0.000385374
Pitch hi 500-50ft,Max alt excd,-0.000387205
Max alt excd,Pitch hi 500-50ft,-0.000387205
Turb app,Max alt (flaps extd) excd,-0.000387873
Max alt (flaps extd) excd,Turb app,-0.000387873
Air spd hi flap 1,Air spd (rel) lo 35ft t/o,-0.000389167
Air spd (rel) lo 35ft t/o,Air spd hi flap 1,-0.000389167
Max alt excd,Ldg gear late retr g/a,-0.000390926
Ldg gear late retr g/a,Max alt excd,-0.000390926
RoC lo 35-1000ft,AP engaged early t/o,-0.000392028
AP engaged early t/o,RoC lo 35-1000ft,-0.000392028
RoD hi tdwn,Air spd (rel) lo 1000-500ft (3 secs),-0.000392691
Air spd (rel) lo 1000-500ft (3 secs),RoD hi tdwn,-0.000392691
RoD hi tdwn,Hgt hi 1 min tdwn,-0.000392691
Hgt hi 1 min tdwn,RoD hi tdwn,-0.000392691
Mach (MMO) excd,Air spd hi ldg gear extn,-0.00039437
Air spd hi ldg gear extn,Mach (MMO) excd,-0.00039437
Pitch rate (rot) hi t/o,Hgt loss 1000-2000ft,-0.000396637
Hgt loss 1000-2000ft,Pitch rate (rot) hi t/o,-0.000396637
Pitch rate (neg) t/o,Hgt loss 1000-2000ft,-0.000396963
Hgt loss 1000-2000ft,Pitch rate (neg) t/o,-0.000396963
Air spd (rel) lo 35-climb accel (3 secs),Air spd (rel) lo 1000-500ft (3 secs),-0.00039757
Roll hi liftoff 20ft,Air spd (rel) lo 1000-500ft (3 secs),-0.00039757
Air spd (rel) lo 1000-500ft (3 secs),Air spd (rel) lo 35-climb accel (3 secs),-0.00039757
Hgt hi 1 min tdwn,Air spd (rel) lo 35-climb accel (3 secs),-0.00039757
Air spd (rel) lo 35-climb accel (3 secs),Hgt hi 1 min tdwn,-0.00039757
Air spd (rel) lo 1000-500ft (3 secs),Roll hi liftoff 20ft,-0.00039757
Roll hi liftoff 20ft,Hgt hi 1 min tdwn,-0.00039757
Hgt hi 1 min tdwn,Roll hi liftoff 20ft,-0.00039757
TAWS GS 500-200ft,Pitch rate (rot) hi t/o,-0.00039803
Pitch rate (rot) hi t/o,TAWS GS 500-200ft,-0.00039803
TAWS GS 500-200ft,Pitch rate (neg) t/o,-0.000398358
Pitch rate (neg) t/o,TAWS GS 500-200ft,-0.000398358
Pitch hi 1000-500ft,Mach (MMO) excd,-0.000398546
Mach (MMO) excd,Pitch hi 1000-500ft,-0.000398546
Pitch hi 35-400ft,Air spd hi ldg gear extd,-0.000402342
Air spd hi ldg gear extd,Pitch hi 35-400ft,-0.000402342
Pitch hi 35-400ft,Eng N1 hi app,-0.000402342
Eng N1 hi app,Pitch hi 35-400ft,-0.000402342
Pitch hi 35-400ft,Air spd hi ldg gear retr,-0.000402342
Air spd hi ldg gear retr,Pitch hi 35-400ft,-0.000402342
Pitch hi 35-400ft,Hgt loss 35-1000ft,-0.000402342
Hgt loss 35-1000ft,Pitch hi 35-400ft,-0.000402342
Pitch lo 400-1000ft,Air spd (VMO) excd,-0.000403472
Air spd (VMO) excd,Pitch lo 400-1000ft,-0.000403472
RTO,Pitch lo 400-1000ft,-0.000403472
Pitch lo 400-1000ft,RTO,-0.000403472
Air spd hi flap 40,Air spd (rel) lo 35ft t/o,-0.000404655
Air spd (rel) lo 35ft t/o,Air spd hi flap 40,-0.000404655
Pitch cycle fin app,Air spd (rel) lo 35ft t/o,-0.000406986
Air spd (rel) lo 35ft t/o,Pitch cycle fin app,-0.000406986
Throttle cycle fin app,AP disengaged crz,-0.000408803
AP disengaged crz,Throttle cycle fin app,-0.000408803
Hgt loss 1000-2000ft,Air spd (rel) hi tdwn,-0.00040966
Air spd (rel) hi tdwn,Hgt loss 1000-2000ft,-0.00040966
AP disengaged crz,Air spd (rel) lo 1000-500ft (3 secs),-0.000411095
Air spd (rel) lo 1000-500ft (3 secs),AP disengaged crz,-0.000411095
TAWS GS 500-200ft,Air spd (rel) hi tdwn,-0.000411099
Air spd (rel) hi tdwn,TAWS GS 500-200ft,-0.000411099
RoD hi 2000-1000ft,Pitch rate (neg) t/o,-0.000411327
Pitch rate (neg) t/o,RoD hi 2000-1000ft,-0.000411327
Hdg dev rwy >80kts air spd t/o,Air spd (VMO) excd,-0.000411555
Air spd (VMO) excd,Hdg dev rwy >80kts air spd t/o,-0.000411555
RTO,Hdg dev rwy >80kts air spd t/o,-0.000411555
Hdg dev rwy >80kts air spd t/o,RTO,-0.000411555
Mach (MMO) excd,Ldg weight hi tdwn,-0.000411693
Ldg weight hi tdwn,Mach (MMO) excd,-0.000411693
Max alt (ldg gear extd) excd,Ldg gear late retr,-0.000412308
Ldg gear late retr,Max alt (ldg gear extd) excd,-0.000412308
Roll hi 300-20ft,Max alt (flaps extd) excd,-0.00041284
Max alt (flaps extd) excd,Roll hi 300-20ft,-0.00041284
RoD hi tdwn,Pitch hi 500-50ft,-0.000413946
Pitch hi 500-50ft,RoD hi tdwn,-0.000413946
Ldg gear late extn,Air spd hi flap 2,-0.00041603
Air spd hi flap 2,Ldg gear late extn,-0.00041603
Turb crz,Roll cycle fin app,-0.000416565
Roll cycle fin app,Turb crz,-0.000416565
GS dev above GS 1500-1000ft,Air spd (VMO) excd,-0.000416582
Air spd (VMO) excd,GS dev above GS 1500-1000ft,-0.000416582
RTO,GS dev above GS 1500-1000ft,-0.000416582
GS dev above GS 1500-1000ft,RTO,-0.000416582
RoD hi tdwn,Ldg gear late retr g/a,-0.000417925
Ldg gear late retr g/a,RoD hi tdwn,-0.000417925
Throttle cycle fin app,RoC lo 35-1000ft,-0.000418775
RoC lo 35-1000ft,Throttle cycle fin app,-0.000418775
Roll hi liftoff 20ft,Pitch hi 500-50ft,-0.00041909
Pitch hi 500-50ft,Roll hi liftoff 20ft,-0.00041909
Pitch hi 500-50ft,Air spd (rel) lo 35-climb accel (3 secs),-0.00041909
Air spd (rel) lo 35-climb accel (3 secs),Pitch hi 500-50ft,-0.00041909
Air spd hi flap 5,Air spd (rel) hi tdwn,-0.000420159
Air spd (rel) hi tdwn,Air spd hi flap 5,-0.000420159
Roll hi 1000-300ft,Air spd (rel) lo 35ft t/o,-0.000420683
Air spd (rel) lo 35ft t/o,Roll hi 1000-300ft,-0.000420683
RoC lo 35-1000ft,Air spd (rel) lo 1000-500ft (3 secs),-0.000421122
Air spd (rel) lo 1000-500ft (3 secs),RoC lo 35-1000ft,-0.000421122
RoC lo 35-1000ft,Hgt hi 1 min tdwn,-0.000421122
Hgt hi 1 min tdwn,RoC lo 35-1000ft,-0.000421122
Flap mvmt late app,Air spd hi ldg gear extd,-0.000422872
Air spd hi ldg gear extd,Flap mvmt late app,-0.000422872
Flap mvmt late app,Eng N1 hi app,-0.000422872
Eng N1 hi app,Flap mvmt late app,-0.000422872
Hgt loss 35-1000ft,Flap mvmt late app,-0.000422872
Flap mvmt late app,Hgt loss 35-1000ft,-0.000422872
Mach (MMO) excd,Air spd hi flap 1,-0.000423072
Air spd hi flap 1,Mach (MMO) excd,-0.000423072
Ldg gear late retr g/a,Air spd (rel) lo 35-climb accel (3 secs),-0.000423118
Air spd (rel) lo 35-climb accel (3 secs),Ldg gear late retr g/a,-0.000423118
Roll hi liftoff 20ft,Ldg gear late retr g/a,-0.000423118
Ldg gear late retr g/a,Roll hi liftoff 20ft,-0.000423118
Max alt (flaps extd) excd,Air spd hi ldg gear extn,-0.000423624
Air spd hi ldg gear extn,Max alt (flaps extd) excd,-0.000423624
Hgt loss 1000-2000ft,Air spd (rel) lo flap 5,-0.000424901
Air spd (rel) lo flap 5,Hgt loss 1000-2000ft,-0.000424901
TAWS GS 500-200ft,Air spd (rel) lo flap 5,-0.000426394
Air spd (rel) lo flap 5,TAWS GS 500-200ft,-0.000426394
Ldg gear late retr,Flap mvmt late app,-0.000427235
Flap mvmt late app,Ldg gear late retr,-0.000427235
Pitch hi 1000-500ft,Max alt (flaps extd) excd,-0.00042811
Max alt (flaps extd) excd,Pitch hi 1000-500ft,-0.00042811
Turb crz,Pitch rate hi 35-1000ft,-0.000428333
Pitch rate hi 35-1000ft,Turb crz,-0.000428333
Go-around,AP engaged early t/o,-0.000428414
AP engaged early t/o,Go-around,-0.000428414
Max alt excd,Ldg gear late retr,-0.000431207
Ldg gear late retr,Max alt excd,-0.000431207
RTO,GS dev above GS 1000-500ft,-0.000432325
GS dev above GS 1000-500ft,RTO,-0.000432325
GS dev above GS 1000-500ft,Air spd (VMO) excd,-0.000432325
Air spd (VMO) excd,GS dev above GS 1000-500ft,-0.000432325
Pitch lo 35ft t/o,Air spd (rel) lo flap 10,-0.000433038
Air spd (rel) lo flap 10,Pitch lo 35ft t/o,-0.000433038
Pitch hi 500-50ft,AP disengaged crz,-0.000433346
AP disengaged crz,Pitch hi 500-50ft,-0.000433346
Turb crz,Air spd hi flap 10,-0.000434658
Air spd hi flap 10,Turb crz,-0.000434658
Max alt excd,Air spd (rel) lo liftoff,-0.000434673
Air spd (rel) lo liftoff,Max alt excd,-0.000434673
Turb crz,Air spd hi flap 5,-0.000435352
Air spd hi flap 5,Turb crz,-0.000435352
Roll hi 20-400ft,Ldg gear late extn,-0.000436473
Ldg gear late extn,Roll hi 20-400ft,-0.000436473
Max alt (ldg gear extd) excd,Hgt lo 2 min tdwn,-0.000436556
Hgt lo 2 min tdwn,Max alt (ldg gear extd) excd,-0.000436556
Hgt loss 35-1000ft,Air spd (rel) hi 35-climb accel (3 secs),-0.000439873
Air spd (rel) hi 35-climb accel (3 secs),Hgt loss 35-1000ft,-0.000439873
Air spd hi ldg gear retr,Air spd (rel) hi 35-climb accel (3 secs),-0.000439873
Air spd (rel) hi 35-climb accel (3 secs),Air spd hi ldg gear retr,-0.000439873
Air spd hi ldg gear extd,Air spd (rel) hi 35-climb accel (3 secs),-0.000439873
Eng N1 hi app,Air spd (rel) hi 35-climb accel (3 secs),-0.000439873
Air spd (rel) hi 35-climb accel (3 secs),Air spd hi ldg gear extd,-0.000439873
Air spd (rel) hi 35-climb accel (3 secs),Eng N1 hi app,-0.000439873
Mach (MMO) excd,Air spd hi flap 40,-0.000439909
Air spd hi flap 40,Mach (MMO) excd,-0.000439909
Hgt loss 1000-2000ft,Eng rev thrust hi at lo gnd spd,-0.000440223
Eng rev thrust hi at lo gnd spd,Hgt loss 1000-2000ft,-0.000440223
Turb crz,Pitch lo 500-20ft,-0.000441554
Pitch lo 500-20ft,Turb crz,-0.000441554
TAWS GS 500-200ft,Eng rev thrust hi at lo gnd spd,-0.00044177
Eng rev thrust hi at lo gnd spd,TAWS GS 500-200ft,-0.00044177
Max alt (flaps extd) excd,Ldg weight hi tdwn,-0.000442233
Ldg weight hi tdwn,Max alt (flaps extd) excd,-0.000442233
Pitch cycle fin app,Mach (MMO) excd,-0.000442443
Mach (MMO) excd,Pitch cycle fin app,-0.000442443
Unstable app g/a,Ldg gear late retr,-0.000443359
Ldg gear late retr,Unstable app g/a,-0.000443359
RoC lo 35-1000ft,Pitch hi 500-50ft,-0.000443916
Pitch hi 500-50ft,RoC lo 35-1000ft,-0.000443916
Flap retr early t/o,AP engaged early t/o,-0.000444
AP engaged early t/o,Flap retr early t/o,-0.000444
Roll hi 20ft tdwn,Max alt (ldg gear extd) excd,-0.000444346
Max alt (ldg gear extd) excd,Roll hi 20ft tdwn,-0.000444346
TAWS GS 500-200ft,Roll hi >1000ft,-0.00044502
Roll hi >1000ft,TAWS GS 500-200ft,-0.00044502
Air spd hi flap 1,Air spd (rel) hi 500-20ft (3 secs),-0.000446642
Air spd (rel) hi 500-20ft (3 secs),Air spd hi flap 1,-0.000446642
Unstable app g/a,Air spd (rel) lo liftoff,-0.000446923
Air spd (rel) lo liftoff,Unstable app g/a,-0.000446923
Norm g hi t/o,Air spd hi flap 40,-0.000447117
Air spd hi flap 40,Norm g hi t/o,-0.000447117
Hgt loss 1000-2000ft,Air spd (rel) lo flap 1,-0.000447259
Air spd (rel) lo flap 1,Hgt loss 1000-2000ft,-0.000447259
RoC lo 35-1000ft,Ldg gear late retr g/a,-0.000448183
Ldg gear late retr g/a,RoC lo 35-1000ft,-0.000448183
TAWS GS 500-200ft,Air spd (rel) lo flap 1,-0.000448831
Air spd (rel) lo flap 1,TAWS GS 500-200ft,-0.000448831
Long flare duration,Hgt loss 35-1000ft,-0.000449172
Hgt loss 35-1000ft,Long flare duration,-0.000449172
Long flare duration,Air spd hi ldg gear retr,-0.000449172
Air spd hi ldg gear retr,Long flare duration,-0.000449172
Long flare duration,Air spd hi ldg gear extd,-0.000449172
Long flare duration,Eng N1 hi app,-0.000449172
Air spd hi ldg gear extd,Long flare duration,-0.000449172
Eng N1 hi app,Long flare duration,-0.000449172
Air spd hi ldg gear extd,Air spd hi flap 15,-0.000451596
Air spd hi flap 15,Air spd hi ldg gear extd,-0.000451596
Eng N1 hi app,Air spd hi flap 15,-0.000451596
Air spd hi flap 15,Eng N1 hi app,-0.000451596
Air spd hi ldg gear retr,Air spd hi flap 15,-0.000451596
Air spd hi flap 15,Air spd hi ldg gear retr,-0.000451596
Hgt loss 35-1000ft,Air spd hi flap 15,-0.000451596
Air spd hi flap 15,Hgt loss 35-1000ft,-0.000451596
Turb crz,LOC dev 500-200ft,-0.000452026
LOC dev 500-200ft,Turb crz,-0.000452026
Pitch hi 500-50ft,Air spd (rel) lo flap 15,-0.000453995
Air spd (rel) lo flap 15,Pitch hi 500-50ft,-0.000453995
Hgt hi 2 min tdwn,Gnd spd hi taxi straight,-0.000456179
Gnd spd hi taxi straight,Hgt hi 2 min tdwn,-0.000456179
Max alt excd,Hgt lo 2 min tdwn,-0.000456566
Hgt lo 2 min tdwn,Max alt excd,-0.000456566
Roll hi 1000-300ft,Mach (MMO) excd,-0.000457334
Mach (MMO) excd,Roll hi 1000-300ft,-0.000457334
Throttle cycle fin app,Go-around,-0.000457643
Go-around,Throttle cycle fin app,-0.000457643
Hgt loss 1000-2000ft,Hdg var tdwn 60kts air spd,-0.000457761
Hdg var tdwn 60kts air spd,Hgt loss 1000-2000ft,-0.000457761
TAWS GS 500-200ft,Hdg var tdwn 60kts air spd,-0.000459369
Hdg var tdwn 60kts air spd,TAWS GS 500-200ft,-0.000459369
Pitch rate (rot) hi t/o,Air spd (VMO) excd,-0.000459607
Air spd (VMO) excd,Pitch rate (rot) hi t/o,-0.000459607
RTO,Pitch rate (rot) hi t/o,-0.000459607
Pitch rate (rot) hi t/o,RTO,-0.000459607
Air spd hi flap 2,Air spd (rel) lo 35ft t/o,-0.000459942
Air spd (rel) lo 35ft t/o,Air spd hi flap 2,-0.000459942
RTO,Pitch rate (neg) t/o,-0.000459986
Pitch rate (neg) t/o,RTO,-0.000459986
Pitch rate (neg) t/o,Air spd (VMO) excd,-0.000459986
Air spd (VMO) excd,Pitch rate (neg) t/o,-0.000459986
Hgt hi 1 min tdwn,Go-around,-0.000460209
Go-around,Hgt hi 1 min tdwn,-0.000460209
Go-around,Air spd (rel) lo 1000-500ft (3 secs),-0.000460209
Air spd (rel) lo 1000-500ft (3 secs),Go-around,-0.000460209
RoD hi tdwn,Ldg gear late retr,-0.000460987
Ldg gear late retr,RoD hi tdwn,-0.000460987
Max alt excd,Air spd (rel) lo 500-20ft (3 secs),-0.000461471
Air spd (rel) lo 500-20ft (3 secs),Max alt excd,-0.000461471
Hgt loss 1000-2000ft,GS dev above GS 500-200ft,-0.000462574
GS dev above GS 500-200ft,Hgt loss 1000-2000ft,-0.000462574
RoD hi 50ft tdwn,Hgt loss 35-1000ft,-0.000462909
Hgt loss 35-1000ft,RoD hi 50ft tdwn,-0.000462909
RoD hi 50ft tdwn,Eng N1 hi app,-0.000462909
Eng N1 hi app,RoD hi 50ft tdwn,-0.000462909
RoD hi 50ft tdwn,Air spd hi ldg gear extd,-0.000462909
Air spd hi ldg gear extd,RoD hi 50ft tdwn,-0.000462909
TAWS GS 500-200ft,GS dev above GS 500-200ft,-0.0004642
GS dev above GS 500-200ft,TAWS GS 500-200ft,-0.0004642
RoD hi tdwn,Air spd (rel) lo liftoff,-0.000464693
